Genre,Number of Reviews,Size,Version,Min Price,Max Price,Age,Month,Day,Year,Min Downloads,Minimum Android Version,Interactive Element Score
21,62276,31.0,7,0.0,0.0,3,5,26,2020,50000000,14,0
14,3574,6.4,10,0.0,0.0,3,6,14,2020,500000,9,0
36,14853,19.0,9,599.99,1350.0,18,8,19,2017,1000000,5,1
14,128463,36.0,2,0.0,0.0,3,10,3,2016,50000000,9,0
14,418,-1.0,0,0.0,0.0,3,2,13,2020,50000,9,0
8,568,30.0,2,0.0,0.0,3,4,17,2018,100000,9,1
42,493812,9.4,2,650.0,1650.0,3,5,25,2020,100000000,17,0
36,2327586,40.0,5,79.0,7900.0,12,6,24,2020,100000000,11,1
36,55979,11.0,2,0.0,0.0,12,6,24,2020,10000000,11,5
23,3012,49.0,7,0.0,0.0,3,5,20,2020,100000,14,0
42,404906,49.0,2,85.0,4550.0,7,6,22,2020,10000000,14,3
8,35,4.8,2,0.0,0.0,3,3,12,2020,1000,11,0
15,84,3.3,2,0.0,0.0,18,8,27,2019,10000,3,1
21,6,5.2,2,0.0,0.0,3,9,10,2019,5000,10,0
21,156,45.0,7,0.0,0.0,3,6,9,2020,10000,11,0
3,994917,37.0,5,52.98,7100.0,12,9,24,2019,100000000,11,4
2,23582,48.0,4,80.0,7100.0,12,6,25,2020,5000000,11,3
3,928413,-1.0,6,57.31,7100.0,12,9,30,2019,100000000,11,3
25,6417,25.0,4,0.0,0.0,16,6,23,2020,500000,16,0
14,131,6.0,2,0.0,0.0,3,12,24,2019,1000,13,0
12,17,-1.0,7,0.0,0.0,3,12,19,2019,1000,11,5
3,13,32.0,2,0.0,0.0,3,3,18,2020,1000,11,0
11,908866,25.0,13,34.99,8300.0,3,6,25,2020,100000000,11,2
14,30165,-1.0,0,490.0,11700.0,3,3,27,2020,1000000,0,1
39,290,8.2,2,0.0,0.0,3,3,16,2019,10000,14,0
40,1284,15.0,5,0.0,0.0,3,5,20,2020,10000,14,2
39,711,16.0,2,75.0,1950.0,3,6,6,2020,100000,11,3
34,1763091,22.0,8,0.0,0.0,3,5,29,2020,100000000,14,0
15,80,2.5,4,0.0,0.0,3,5,13,2020,50000,11,0
30,2028336,-1.0,14,10.0,26000.0,3,6,24,2020,100000000,16,4
30,185417,65.0,14,29.99,6800.0,3,5,23,2020,50000000,16,0
39,2761277,-1.0,0,0.0,0.0,3,6,15,2020,100000000,0,0
14,522,30.0,2,0.0,0.0,3,6,25,2020,10000,12,1
14,665766,7.7,7,0.0,0.0,3,6,22,2020,10000000,16,1
14,516,30.0,2,0.0,0.0,3,5,28,2020,5000,12,1
14,23,29.0,2,0.0,0.0,3,6,25,2020,100,12,1
34,32,16.0,2,0.0,0.0,3,5,26,2020,10000,16,0
39,112926,3.9,5,160.0,160.0,3,12,5,2017,5000000,5,2
14,72,5.4,5,0.0,0.0,3,10,22,2018,10000,16,0
28,23,3.4,4,0.0,0.0,3,12,30,2019,5000,11,0
4,46,3.5,2,0.0,0.0,3,1,4,2020,10000,11,0
28,54,3.5,5,0.0,0.0,3,1,1,2020,10000,11,0
4,78,3.5,4,0.0,0.0,3,12,30,2019,10000,11,0
14,880730,-1.0,0,10.0,21600.0,3,6,26,2020,10000000,0,2
3,2030774,53.0,2,120.0,120.0,3,6,26,2020,100000000,11,0
3,9114,53.0,2,110.0,320.0,12,4,25,2020,1000000,14,3
3,2171,90.0,2,240.0,340.0,7,6,13,2020,100000,14,3
0,10,36.0,4,70.0,2150.0,7,12,22,2019,1000,16,0
14,773,20.0,5,0.0,0.0,3,6,17,2020,10000,18,0
31,25873,94.0,2,19.0,19999.0,3,4,3,2019,1000000,11,2
35,27477,40.0,2,0.0,0.0,3,8,4,2016,5000000,6,0
35,12283,80.0,4,0.0,0.0,3,11,16,2016,1000000,6,0
35,5206,89.0,2,75.0,6400.0,16,3,25,2020,1000000,11,4
35,33367,84.0,2,80.0,13100.0,3,4,8,2020,5000000,11,2
35,76300,37.0,2,0.0,0.0,3,7,12,2016,10000000,6,0
35,2512,87.0,2,70.0,7400.0,3,10,6,2017,500000,5,2
35,7787,59.0,2,65.0,11800.0,3,1,22,2020,1000000,11,2
35,7414,96.0,2,65.0,9800.0,3,7,14,2017,1000000,5,2
7,82,2.1,7,0.0,0.0,3,3,13,2018,5000,10,0
14,2587,54.0,2,150.0,150.0,3,6,12,2020,1000000,12,0
35,2797,54.0,2,0.0,0.0,3,12,17,2019,500000,11,0
25,1025896,-1.0,0,25.0,69.0,12,6,18,2020,10000000,0,4
11,144667,79.0,2,320.0,320.0,3,1,31,2020,10000000,16,3
21,81,3.6,2,0.0,0.0,3,10,28,2019,100000,11,1
42,14830,19.0,11,0.0,0.0,3,5,29,2020,1000000,9,0
4,10,8.0,2,0.0,0.0,3,6,22,2020,10000,16,0
12,21535519,-1.0,0,0.0,0.0,12,6,24,2020,500000000,9,5
15,492,4.5,9,0.0,0.0,3,6,20,2020,100000,12,0
8,225,74.0,2,0.0,0.0,3,6,10,2020,10000,14,0
29,678126,-1.0,7,170.0,4950.0,3,6,15,2020,100000000,16,3
30,3845199,218.0,21,119.59,6043.9,3,6,25,2020,500000000,16,2
15,357954,-1.0,0,0.0,0.0,3,3,16,2020,10000000,0,2
39,50084,-1.0,5,220.0,24900.0,12,6,23,2020,10000000,14,0
32,3033286,53.0,0,50.0,7500.0,3,6,8,2020,100000000,11,2
27,210413,6.1,9,0.0,0.0,3,6,26,2020,10000000,16,1
18,31,56.0,2,0.0,0.0,3,6,4,2020,1000,14,0
39,176445,117.0,4,70.0,2499.0,3,6,22,2020,10000000,16,5
12,12537,12.0,2,0.0,0.0,3,3,12,2020,1000000,16,5
15,180,40.0,7,0.0,0.0,12,6,26,2020,10000000,16,2
8,2772,25.0,4,0.0,0.0,3,4,12,2020,500000,19,0
15,1759857,-1.0,0,65.0,1000.0,12,6,26,2020,100000000,0,2
28,22936,44.0,6,0.0,0.0,3,6,10,2020,5000000,11,0
28,4373,44.0,6,0.0,0.0,16,5,13,2020,1000000,11,0
28,1026,43.0,6,0.0,0.0,16,6,8,2020,100000,11,0
8,22,20.0,4,0.0,0.0,3,2,9,2020,1000,14,0
12,21976282,-1.0,0,0.0,0.0,3,6,17,2020,5000000000,0,5
14,45,5.2,4,75.0,75.0,3,5,7,2020,5000,11,0
28,63453,2.3,2,0.0,0.0,12,9,21,2015,10000000,5,0
36,267,18.0,6,0.0,0.0,3,5,29,2020,10000,11,1
15,56,15.0,5,0.0,0.0,16,6,17,2020,5000,11,0
32,5716604,13.0,2,122.45,614.53,12,5,31,2020,100000000,11,3
32,630254,22.0,2,120.0,6700.0,12,5,28,2020,50000000,11,3
28,93091,25.0,2,249.0,249.0,3,8,13,2019,10000000,11,0
8,5015,6.6,6,0.0,0.0,3,12,25,2019,500000,12,0
14,137,5.4,2,0.0,0.0,3,6,30,2019,10000,14,0
17,4316,8.4,2,0.0,0.0,3,6,27,2020,100000,14,0
27,1102,14.0,4,0.0,0.0,3,3,5,2019,50000,10,1
37,93306,16.0,11,10.0,299.0,3,6,2,2020,10000000,9,2
18,26,14.0,2,0.0,0.0,3,10,30,2019,1000,14,0
15,23,18.0,4,0.0,0.0,3,6,21,2020,10000,13,0
14,566,5.8,5,0.0,0.0,3,12,4,2018,100000,10,0
39,2232324,10.0,8,0.0,0.0,3,6,13,2020,100000000,9,0
11,563055,-1.0,0,10.0,14000.0,3,6,26,2020,50000000,0,0
25,5,7.7,5,0.0,0.0,3,6,15,2020,1000,16,0
7,164603,12.0,6,60.0,130.0,3,12,26,2017,10000000,5,3
14,867,18.0,14,0.0,0.0,3,5,25,2020,10000,16,3
36,565866,30.0,2,71.0,11600.0,18,6,16,2020,10000000,13,8
29,329105,6.7,4,60.0,650.0,3,6,25,2020,10000000,11,4
19,5,3.9,4,0.0,0.0,3,7,16,2018,500,11,0
12,1506346,-1.0,0,75.0,26000.0,18,6,24,2020,100000000,0,8
38,230955,-1.0,2,10.0,7900.0,7,2,26,2018,10000000,10,3
15,268825,-1.0,0,10.0,850.0,12,4,20,2020,10000000,0,3
2,1254,-1.0,2,85.0,1250.0,12,4,4,2020,100000,11,0
0,947045,-1.0,6,79.0,3999.0,12,6,22,2020,10000000,14,3
16,298678,31.0,4,0.0,0.0,3,5,15,2020,10000000,13,0
16,223,7.3,2,0.0,0.0,3,1,4,2020,100000,13,0
28,10313,24.0,9,0.0,0.0,12,7,26,2019,1000000,9,0
27,61,37.0,5,45.0,2750.0,16,4,22,2020,1000,16,0
39,44070,12.0,5,55.0,790.0,3,5,9,2019,1000000,11,0
3,39,15.0,4,0.0,0.0,3,10,25,2018,10000,14,0
25,1225,5.2,2,0.0,0.0,3,6,1,2015,100000,4,0
25,3858,4.3,2,0.0,0.0,3,2,27,2017,500000,9,0
28,196,9.5,2,0.0,0.0,3,4,24,2020,1000,12,0
21,3248,23.0,2,0.0,0.0,3,6,7,2020,100000,14,0
39,42,13.0,2,0.0,0.0,3,10,1,2019,5000,14,5
33,3451,-1.0,0,800.0,15000.0,16,11,13,2018,500000,10,2
31,1390081,11.0,6,60.0,850.0,3,5,5,2020,100000000,11,2
31,479,48.0,2,0.0,0.0,3,6,10,2020,500000,11,3
14,147,6.4,2,0.0,0.0,3,10,4,2015,10000,4,0
12,139628,-1.0,2,0.0,0.0,12,6,24,2020,50000000,11,4
21,52,25.0,2,0.0,0.0,3,1,27,2020,1000,16,0
39,150,11.0,2,0.0,0.0,3,1,28,2020,10000,21,0
36,159988,72.0,5,75.0,12400.0,18,6,23,2020,10000000,11,11
8,24,47.0,2,0.0,0.0,3,3,14,2019,1000,9,0
31,399445,66.0,6,75.0,2750.0,3,5,15,2020,10000000,11,2
25,1332825,19.0,5,10.0,500.0,3,6,22,2020,100000000,16,2
8,7,3.4,2,0.0,0.0,3,6,14,2020,500,16,0
14,1333279,30.0,8,0.0,0.0,3,6,18,2020,50000000,16,0
21,59105,-1.0,0,0.0,0.0,3,6,18,2020,1000000,0,4
14,71,3.1,5,0.0,0.0,3,6,21,2020,1000,11,0
14,611,2.6,2,0.0,0.0,3,9,24,2015,10000,4,0
29,20557,27.0,10,350.0,2050.0,3,6,3,2020,1000000,13,0
29,6402,36.0,8,160.0,2050.0,3,6,20,2020,1000000,12,0
29,27425,6.7,2,0.0,0.0,3,1,4,2020,1000000,11,0
29,6363013,30.0,2,65.0,1950.0,12,6,8,2020,100000000,16,3
4,2843241,31.0,4,59.0,5700.0,3,6,25,2020,50000000,11,2
21,8,26.0,5,0.0,0.0,3,6,5,2020,1000,14,0
27,163149,-1.0,4,0.0,0.0,3,6,19,2020,10000000,11,0
33,178002,53.0,23,70.0,6800.0,12,6,25,2020,5000000,18,3
30,1271,3.4,2,150.0,150.0,3,1,22,2019,100000,16,0
28,4119,7.3,10,0.0,0.0,3,7,9,2019,100000,11,0
39,2834,4.8,2,0.0,0.0,3,2,17,2020,100000,16,0
35,7776,98.0,5,80.0,16300.0,16,5,4,2020,100000,12,1
12,56,48.0,6,0.0,0.0,3,2,6,2019,1000,11,0
15,62,14.0,2,0.0,0.0,3,10,1,2019,5000,11,0
16,110,5.7,2,0.0,0.0,3,6,13,2019,1000,9,0
30,296464,-1.0,32,0.0,0.0,3,6,24,2020,10000000,0,12
28,4153,10.0,2,0.0,0.0,3,3,5,2019,500000,16,0
14,77,12.0,2,0.0,0.0,3,11,13,2019,10000,12,0
33,8266,57.0,4,70.0,8300.0,7,6,22,2020,100000,14,0
39,50,25.0,4,0.0,0.0,3,9,12,2019,5000,16,1
28,944657,12.0,5,140.0,140.0,3,6,11,2020,10000000,11,0
16,1090,3.7,5,0.0,0.0,3,3,16,2020,100000,14,0
25,4097,13.0,2,0.0,0.0,3,8,15,2018,100000,11,0
33,353182,48.0,2,70.0,700.0,12,5,8,2020,50000000,14,3
14,86,2.5,6,0.0,0.0,3,2,9,2020,5000,9,0
14,124,7.8,4,0.0,0.0,3,9,2,2019,10000,14,0
14,39,5.0,2,0.0,0.0,3,2,22,2019,10000,12,0
32,1086468,83.0,7,28.0,2828.0,3,5,22,2020,100000000,11,2
29,4496153,71.0,9,30.0,3300.0,3,6,24,2020,100000000,14,3
12,203157,13.0,8,60.16,10300.0,3,6,15,2020,10000000,16,7
34,9884104,22.0,6,0.0,0.0,12,6,24,2020,100000000,14,1
28,886,9.8,4,0.0,0.0,3,12,30,2019,50000,13,0
14,5915,7.3,4,0.0,0.0,3,12,30,2018,100000,11,1
39,332305,1.4,2,105.94,105.94,3,10,25,2019,50000000,4,0
14,59,5.8,2,0.0,0.0,3,10,4,2019,5000,12,0
35,1324,57.0,2,0.0,0.0,3,8,6,2018,500000,9,0
16,2126933,-1.0,0,0.0,0.0,3,6,18,2020,10000000,0,0
28,1920,64.0,2,0.0,0.0,3,6,16,2020,100000,16,1
23,23,3.7,2,0.0,0.0,3,5,31,2020,500,16,5
12,7076,-1.0,0,420.0,2950.0,3,6,22,2020,500000,0,11
42,1263908,59.0,8,65.0,3250.0,3,6,24,2020,50000000,14,2
29,3853245,-1.0,0,65.0,6700.0,3,6,9,2020,100000000,0,9
29,1903781,-1.0,0,65.0,6500.0,3,6,18,2020,100000000,0,14
30,7468,21.0,4,123.92,123.92,3,5,25,2018,500000,14,2
0,261957,88.0,4,52.94,521.48,12,6,8,2020,10000000,11,3
3,31530,20.0,2,0.0,0.0,12,3,1,2017,1000000,5,0
15,863948,-1.0,0,0.0,0.0,12,6,22,2020,50000000,16,1
18,110700,-1.0,0,50.0,26000.0,3,6,22,2020,5000000,0,2
14,11786,9.3,24,750.0,5000.0,3,6,10,2020,500000,14,0
3,108859,3.3,2,0.0,0.0,3,4,3,2020,10000000,11,0
39,357610,2.3,2,0.0,0.0,3,11,10,2019,100000000,9,0
7,78543,11.0,4,58.94,2750.0,12,6,8,2020,1000000,11,3
15,25613,3.5,4,0.0,0.0,3,4,14,2020,5000000,11,0
33,53145,41.0,4,180.0,920.0,3,3,17,2020,5000000,16,3
25,68,22.0,2,0.0,0.0,12,2,13,2020,1000,11,0
39,571015,14.0,7,65.0,65.0,12,6,5,2020,50000000,11,1
14,135,6.5,2,0.0,0.0,3,6,9,2020,10000,10,0
14,33,5.4,2,0.0,0.0,3,6,9,2020,5000,10,0
30,129400,68.0,8,0.0,0.0,3,6,19,2020,10000000,16,4
16,14,12.0,2,0.0,0.0,3,6,2,2020,1000,16,0
38,62501,73.0,2,85.0,8500.0,12,2,19,2019,5000000,11,3
12,1547293,68.0,25,0.0,0.0,12,6,18,2020,100000000,16,1
15,15005,7.2,2,99.0,299.0,16,5,30,2020,1000000,17,0
4,6,5.7,2,0.0,0.0,3,5,29,2020,1000,16,0
30,7010,4.4,2,0.0,0.0,3,4,16,2020,1000000,13,0
39,494303,11.0,5,170.0,1000.0,3,6,12,2020,50000000,9,0
30,188577,4.5,2,20.0,20.0,12,6,24,2020,50000000,11,4
11,141983,9.5,2,70.0,70.0,3,3,9,2020,10000000,11,0
12,324139,12.0,1,190.0,190.0,3,1,7,2020,10000000,16,0
15,158438,16.0,8,0.0,0.0,3,9,11,2019,10000000,14,0
0,6682,52.0,2,170.0,8500.0,12,6,26,2019,100000,11,2
30,2022472,102.0,38,599.0,990.0,3,6,23,2020,500000000,18,3
0,53398929,42.0,2,10.0,9000.0,12,6,16,2020,500000000,10,4
14,9450815,-1.0,0,90.0,10560.0,3,6,23,2020,100000000,0,1
3,30634,57.0,2,0.0,0.0,12,6,8,2020,1000000,11,0
21,978,25.0,6,80.0,1300.0,3,6,22,2020,50000,14,0
8,18,-1.0,0,0.0,0.0,12,2,29,2020,5000,0,5
14,7190,78.0,4,0.0,0.0,3,8,28,2018,500000,10,0
8,16748,4.9,4,0.0,0.0,3,3,3,2020,1000000,11,0
32,6425203,43.0,10,79.0,7900.0,3,6,8,2020,100000000,11,2
8,273,8.6,2,0.0,0.0,3,6,23,2017,100000,14,0
14,1796,5.0,9,0.0,0.0,3,5,6,2019,50000,16,0
36,287841,18.0,2,0.0,0.0,18,6,18,2020,10000000,16,1
14,748,7.5,1,0.0,0.0,3,3,3,2020,10000,14,4
14,731,8.8,5,0.0,0.0,3,6,19,2020,10000,14,0
14,10,12.0,2,99.0,699.0,3,5,12,2020,1000,15,3
14,1370,10.0,4,0.0,0.0,3,6,18,2020,100000,14,4
28,6,5.1,2,0.0,0.0,3,2,7,2020,1000,14,0
33,33968,81.0,2,85.0,8700.0,7,6,24,2020,1000000,14,1
38,367031,78.0,4,320.0,6800.0,12,7,19,2019,5000000,11,3
14,169,43.0,4,520.0,4350.0,3,6,20,2019,10000,11,0
16,345,14.0,2,0.0,0.0,3,6,13,2020,10000,16,0
14,36,-1.0,0,0.0,0.0,3,5,27,2020,10000,0,0
37,602449,-1.0,0,65.0,6700.0,3,6,25,2020,50000000,16,3
27,1248705,-1.0,0,0.0,0.0,12,5,30,2020,100000000,0,1
16,75,21.0,4,0.0,0.0,3,5,26,2020,10000,14,3
30,1561286,-1.0,0,59.82,6200.0,3,6,11,2020,100000000,0,3
25,16,98.0,2,0.0,0.0,16,3,2,2020,1000,10,0
12,376699,26.0,4,10.0,8400.0,3,6,24,2020,10000000,11,0
14,291,4.2,8,0.0,0.0,3,4,18,2018,50000,9,0
36,100708752,-1.0,41,65.0,26000.0,12,6,25,2020,5000000000,0,11
36,14667249,-1.0,0,0.0,0.0,12,6,23,2020,1000000000,0,9
12,3729252,-1.0,34,0.0,0.0,3,6,25,2020,500000000,9,1
12,73158586,-1.0,0,65.0,26000.0,3,6,22,2020,1000000000,0,7
22,189,2.5,2,0.0,0.0,3,11,4,2018,50000,9,0
4,473,5.6,2,800.0,800.0,3,12,4,2019,50000,11,0
4,5549,5.9,2,0.0,0.0,3,5,27,2019,100000,11,0
36,13767,29.0,2,71.0,7000.0,18,6,25,2020,1000000,12,8
15,19582,64.0,2,0.0,0.0,12,6,5,2020,10000000,11,0
8,39,30.0,4,0.0,0.0,3,6,22,2020,1000,12,5
0,438049,96.0,4,85.0,8500.0,16,6,22,2020,50000000,14,3
15,46,98.0,1,0.0,0.0,3,8,27,2018,1000,21,0
0,580,39.0,9,0.0,0.0,3,12,31,2019,100000,11,3
32,3817192,133.0,2,10.0,1600.0,3,6,25,2020,100000000,12,4
40,1384,13.0,5,0.0,0.0,3,6,2,2020,100000,11,0
34,12038817,32.0,9,0.0,0.0,12,6,13,2020,100000000,17,3
8,17622,30.0,14,0.0,0.0,3,6,15,2020,1000000,16,0
12,34,9.3,2,0.0,0.0,3,6,15,2020,10000,11,0
42,81498,32.0,6,0.0,0.0,3,6,16,2020,10000000,16,0
17,8,11.0,6,0.0,0.0,3,6,24,2020,1000,14,0
34,45,7.5,2,0.0,0.0,3,10,28,2019,1000,11,0
21,1305,59.0,2,0.0,0.0,3,3,30,2020,100000,14,0
15,130,50.0,13,0.0,0.0,12,3,9,2020,5000,11,4
8,165,4.7,2,0.0,0.0,3,4,12,2020,5000,14,0
6,64455,16.0,4,0.0,0.0,3,5,17,2020,10000000,12,0
16,1145143,15.0,10,0.0,0.0,3,6,19,2020,10000000,14,2
14,113758,-1.0,0,10.0,26000.0,3,6,26,2020,5000000,0,2
39,8907,24.0,5,0.0,0.0,3,6,12,2020,500000,16,0
30,1424,7.1,2,0.0,0.0,3,5,21,2020,100000,12,0
12,91326,4.6,7,0.0,0.0,3,9,7,2018,5000000,10,1
39,23,14.0,7,2499.0,3850.0,3,5,28,2020,1000,18,0
39,3442,8.8,6,83.78,1700.0,3,2,19,2020,100000,9,0
39,14157,9.1,19,110.91,512.75,3,1,27,2020,500000,16,5
39,98,13.0,2,0.0,0.0,3,3,19,2020,10000,16,0
29,15697,18.0,7,0.0,0.0,3,6,22,2020,1000000,11,0
21,1489256,60.0,24,50.0,12000.0,18,6,23,2020,50000000,16,3
0,308287,37.0,13,75.68,1400.0,16,6,26,2020,50000000,11,3
0,984027,82.0,7,80.0,8900.0,12,6,19,2020,50000000,11,3
33,2508998,76.0,4,131.25,4750.0,3,2,27,2020,100000000,11,2
0,13147918,-1.0,0,64.53,8700.0,18,6,16,2020,100000000,0,2
15,113203,28.0,4,0.0,0.0,12,6,20,2020,10000000,14,1
25,3195455,22.0,10,10.0,2442.32,12,6,18,2020,100000000,11,3
28,17899,2.2,2,0.0,0.0,3,2,23,2019,1000000,11,0
39,7421,10.0,7,170.0,1800.0,3,6,17,2020,1000000,11,0
35,2200374,117.0,14,60.0,12000.0,12,6,25,2020,10000000,16,3
10,200307,25.0,28,10.0,26000.0,12,3,3,2020,10000000,10,7
25,922598,47.0,9,70.0,1150.0,3,6,1,2020,50000000,16,7
25,3161,67.0,5,140.0,620.0,3,6,9,2020,1000000,18,3
39,1231579,6.4,4,0.0,0.0,3,6,4,2020,100000000,11,0
25,169,15.0,5,0.0,0.0,3,12,7,2019,10000,14,0
24,1190207,71.0,2,85.0,6300.0,3,6,15,2020,100000000,16,2
23,11,2.2,2,0.0,0.0,3,6,8,2017,5000,10,0
25,844,4.8,2,200.0,200.0,12,8,8,2019,100000,16,3
21,753,27.0,2,0.0,0.0,12,8,27,2019,50000,10,0
32,3670,21.0,1,0.0,0.0,3,3,20,2020,1000000,11,0
32,41465,28.0,1,0.0,0.0,3,4,21,2020,10000000,12,0
0,1919527,14.0,5,269.0,7900.0,16,5,16,2014,10000000,3,2
33,537152,77.0,2,49.9,5500.0,12,5,13,2020,10000000,10,3
39,39,-1.0,0,0.0,0.0,3,5,22,2020,1000,0,1
14,2191,30.0,1,60.0,650.0,3,6,25,2020,1000000,11,2
14,72588,76.0,5,10.0,2250.0,3,6,25,2020,50000000,11,2
39,245848,6.3,2,0.0,0.0,3,12,7,2017,5000000,11,0
39,109036,-1.0,0,0.0,0.0,3,6,27,2020,100000000,21,0
30,5792696,-1.0,0,65.0,69600.0,3,6,24,2020,5000000000,0,3
8,7675,12.0,43,0.0,0.0,3,6,25,2020,1000000,16,1
18,370701,-1.0,0,0.0,0.0,3,6,25,2020,50000000,0,0
30,234841,1.3,1,0.0,0.0,3,3,9,2018,50000000,16,0
39,544840,-1.0,0,0.0,0.0,3,4,19,2018,100000000,0,0
40,80024,116.0,36,0.0,0.0,3,6,17,2020,100000000,14,4
39,374,-1.0,2,0.0,0.0,3,6,2,2020,10000000,16,0
39,2988334,11.0,2,0.0,0.0,3,6,25,2020,500000000,16,1
16,4653847,14.0,0,0.0,0.0,3,6,18,2020,100000000,16,0
29,26442494,-1.0,0,0.0,0.0,3,6,26,2020,1000000000,0,0
36,6232766,-1.0,13,0.0,0.0,12,5,19,2020,1000000000,16,5
39,375012,-1.0,0,0.0,0.0,3,6,18,2020,100000000,0,5
12,5864853,-1.0,0,0.0,0.0,3,6,24,2020,1000000000,0,1
39,7177042,-1.0,0,0.0,0.0,3,6,5,2020,500000000,0,0
42,872476,-1.0,0,0.0,0.0,12,6,11,2020,50000000,0,1
26,1110595,-1.0,0,0.0,0.0,3,6,25,2020,100000000,0,1
25,1268927,-1.0,0,0.0,0.0,12,6,26,2020,100000000,0,3
39,192735,2.6,9,0.0,0.0,3,10,7,2019,500000000,18,0
39,292406,-1.0,0,0.0,0.0,3,6,9,2020,500000000,0,0
12,7366301,-1.0,0,0.0,0.0,3,6,22,2020,5000000000,0,1
12,34134,9.9,10,0.0,0.0,3,6,6,2018,100000000,1,1
39,15290540,-1.0,0,0.0,0.0,3,6,26,2020,5000000000,0,5
39,5822747,-1.0,0,0.0,0.0,3,6,25,2020,1000000000,0,0
39,100,-1.0,0,0.0,0.0,3,6,17,2020,10000000,18,5
25,4751111,-1.0,0,0.0,0.0,12,5,26,2020,5000000000,0,3
15,10881654,-1.0,0,0.0,0.0,12,5,26,2020,1000000000,0,3
12,4621827,-1.0,0,0.0,0.0,3,6,11,2020,1000000000,0,5
15,254,5.0,2,0.0,0.0,3,6,8,2020,5000000,18,0
42,1428241,-1.0,0,0.0,0.0,12,5,26,2020,5000000000,0,2
39,3338754,-1.0,31,0.0,0.0,3,6,17,2020,1000000000,0,0
42,75345388,-1.0,0,0.0,0.0,12,6,26,2020,5000000000,0,3
15,872,-1.0,4,0.0,0.0,12,6,15,2020,50000000,16,1
40,2604388,-1.0,0,0.0,0.0,3,6,18,2020,100000000,0,1
15,784795,-1.0,0,10.0,1400.0,12,6,26,2020,100000000,0,3
36,451111,32.0,8,29.99,19800.0,18,6,22,2020,10000000,14,7
34,454487,14.0,7,0.0,0.0,3,6,21,2020,10000000,11,0
0,719859,99.0,7,20.0,9500.0,16,5,5,2020,100000000,11,0
39,40,1.6,4,0.0,0.0,3,9,30,2019,10000,14,0
